공원,영문명,국가,대륙,언어,섹터,보도일,제목,요약,매체,링크
카지랑가 국립공원,Kaziranga National Park,인도,아시아,한국어,자원보전,2017-07-14,"인도 동북부, 몬순 물난리로 85명 사망…200만명 이재민",아삼주 카지랑가 국립공원에 사는 멸종위기종인 외뿔 코뿔소도 세 마리가 물에 빠져 죽는 등 야생동물 수십 마리도 홍수로 죽었다고 주 삼림 당국은 전했다. 아삼주와 이웃한 아루나찰프라데시 주에서도 산사태에...,news.kbs.co.kr,http://news.kbs.co.kr/news/view.do?ncd=3516108&ref=A
카지랑가 국립공원,Kaziranga National Park,인도,아시아,한국어,재난안전,2017-07-14,인도 동북부서 몬순 폭우…85명 사망·200만 명 이재민 발생,아삼주 카지랑가 국립공원에 사는 멸종위기종인 외뿔 코뿔소도 세 마리가 물에 빠져 죽는 등 야생동물 수십 마리도 홍수로 죽었다고 주 삼림 당국은 전했습니다. 아삼주와 이웃한 아루나찰프라데시 주에서도...,mbn.mk.co.kr,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=3283433
트리글라브 국립공원,Triglav National Park,슬로베니아,유럽,한국어,기타,2017-07-12,[지구촌 포토기행] 동유럽의 스위스 – 슬로베니아 ‘보히니 마을’,ⓒMK스타일 슬로베니아의 유일한 국립공원인 트리글라브산 국립공원에서부터 흘러나오는 알프스의 맑은 물이 보히니 호수로 모인다. ⓒMK스타일 보히니의 아름다운 자연 경관에 대해서는 여러 가지 이야기가 전해온다. 그...,style.mk.co.kr,http://style.mk.co.kr/view.php?year=2017&no=467507
깟바 국립공원,Cat Ba National Park,베트남,아시아,한국어,탐방시설,2017-07-09,[여행의 향기] 자연풍광 즐기며 '시원한 샷 …그 다음 코스는 하롱베이...,깟바섬은 하롱베이를 방문했다면 꼭 둘러봐야 하는 섬이다. 섬의 절반이 국립공원으로 지정돼 있을 만큼 자연경관이 빼어나다. 이름난 낚시 장소도 많아 세계 낚시꾼들의 낚시 명소로 떠오르고 있다. 멸종 위기에 있는...,news.hankyung.com,http://news.hankyung.com/article/2017070950841
Krka,Krka National Park,크로아티아,유럽,영어,기타,2017-07-07,Ashley Colburn’s Guide to Krka National Park (Video),,Total Croatia,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOTDJFVjFJNUxYNmxFd2lWbzNZdGpGTlkwX0ZxaGI1eW80UnlOLS1sVTd3dTdvZU5ha2NmbVlVZjJqZXhDODFaUFNOWlhQNGotbjZHMkxCU2EtQXluX2JJRlQ3Q21PMGZKb2tXNFU0a24xYmh0aVExUTMyaXJLOE9NSEM1UHRnVDl2bGlkdkhBUE5CUmF0SndxTS14OV9mREFsNXM3SFV6MHA?oc=5
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,탐방시설,2017-07-06,[연재]2라운드 여행을 위한 이동,구름이 걷히면서 살짝 모습을 보이는 메루산(좌)과 킬리만자로산(우) 세렝게티국립공원과 응고롱고로... 탄자니아-케냐 국경에서의 출입국 수속 등 예상치 못한 상황을 고려하여 아루샤의 메루호텔을 나선 것은 아침...,docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1044092
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,기타,2017-07-04,'비정상회담' 탐험해야 할 휴가지 BEST 10은? 1위 캐나다,9위 미국의 디트로이트 8위 멕시코 티후아나 7위 미국 그랜드티턴 국립공원 6위 크로아티아 두브로브니크 5위 남아프리카 보츠와나 4위 스위스 체르마트 3위 인도 아그라 2위 칠레 아타카마 사막 1위 캐나다 전...,veritas-a.com,http://www.veritas-a.com/news/articleView.html?idxno=88070
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,탐방시설,2017-07-04,'비정상회담' 공개 2017년 세계 최고의 여행지는?,"미국의 그랜드티턴 국립공원이 연이어 호명됐다. 자동차 산업 몰락으로 위기에 빠졌다고 알려진 디트로이트가 호명되자 패널들은 황당하다는 반응을 보였고 미국 출신 패널 마크는 ""요즘은 미국 사람들도 신기해질...",mt.co.kr,http://www.mt.co.kr/view/mtview.php?type=1&no=2017070408123544390&outlink=1
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,탐방시설,2017-07-04,"'비정상회담' 2017년 추천 여행지 1위 캐나다 전지역, 한국은 어디?","이외에도 2위에는 칠레 아타카마 사막, 3위 인도 아그라, 4위 스위스 체르마트, 5위 보츠와나, 6위 크로아티아 두브로브니크, 7위 미국 그랜드티턴 국립공원, 8위 멕시코 티후아나, 9위 미국 디트로이트, 10위 독일...",starseoultv.com,http://www.starseoultv.com/news/articleView.html?idxno=465489
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,탐방시설,2017-07-04,'비정상회담' 2017년 전세계 추천 여행지 'TOP10는 어디?(종합),"10위는 독일의 함부르크였고 이어 미국의 디트로이트, 멕시코의 티후아나, 미국의 그랜드티턴 국립공원 등이 연이어 언급됐다. 미국의 마크는 그랜드티턴 국립공원에 대해 언급하며 ""미국의 알프스다""라고 표현했다....",news1.kr,http://news1.kr/articles/?3038252
남붕 국립공원,Nambung National Park,오스트레일리아,오세아니아,영어,기타,2017-07-04,"Nambung, Western Australia, Australia Weather Forecast",,AccuWeather,https://news.google.com/rss/articles/CBMif0FVX3lxTE9WQ3dlUEkwbE5nUXhRblp3dTNja0p0WlRpb2lLRXVkY0lIallUZjdfWVROZEZXN2MzeWQ1aDdIMU84Zi0yQzBTN1BQVW5QRnh3Q0YxdUlZY3MtZjI1MDBvQ090VUdBXzhyOGx6VXg2UFZJQml3clR6aHBPcmdySVU?oc=5
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,탐방시설,2017-07-03,"'비정상회담' 캐나다 전 지역, 2017년 세계 추천 여행지 1위","10위 독일의 함부르크를 시작으로 미국의 디트로이트, 멕시코의 티후아나, 미국의 그랜드티턴 국립공원 등이 언급됐다. 마크는 그랜드티턴 국립공원에 대해 ""미국의 알프스라고 불릴 정도로 유명하다. 또...",xportsnews.com,http://www.xportsnews.com/?ac=article_view&entry_id=868937
카카두 국립공원,Kakadu National Park,오스트레일리아,오세아니아,한국어,기타,2017-07-03,"호주 ‘웨지 테일’ 독수리, 고속도로 비행 사고","이 '쐐기 꼬리 독수리'도 카카두 국립공원 인근의 고속도로에서 사고를 당했습니다. 다행히 다윈의 수의과로 이송돼 재빨리 치료를 받게 됐습니다. <인터뷰> 넬슨(다윈 수의과 의료진) : ""도마뱀이나 뱀종류에 대한 치료를...",news.kbs.co.kr,http://news.kbs.co.kr/news/view.do?ncd=3508906&ref=A
다이세쓰산 국립공원,Daisetsuzan National Park,일본,아시아,한국어,기타,2017-07-03,조릿대 뒤덮인 한라산…먹성 좋은 말이 구해주려나,조홍섭 기자 조릿대는 계곡 바닥과 바위 주변을 빼고는 산 전체에 빽빽하게 들어찼다. 이 연구소의 조사... 구도 가쿠 일본 홋카이도대 교수는 심포지엄에서 “일본 최대 국립공원인 다이세쓰산에서 조릿대는 전체 면적의...,hani.co.kr,http://www.hani.co.kr/arti/science/science_general/801172.html
다이세쓰산 국립공원,Daisetsuzan National Park,일본,아시아,한국어,기타,2017-07-01,[환경뉴스] 조릿대 뒤덮인 한라산…먹성 좋은 말이 구해주려나,조릿대는 계곡 바닥과 바위 주변을 빼고는 산 전체에 빽빽하게 들어찼다. 이 연구소의 조사 결과 해발 1400m... 구도 가쿠 일본 홋카이도대 교수는 심포지엄에서 “일본 최대 국립공원인 다이세쓰산에서 조릿대는 전체...,ecotopia.hani.co.kr,http://ecotopia.hani.co.kr/420892
Ngorongoro,Ngorongoro Conservation Area,탄자니아,아프리카,한국어,자원보전,2017-06-30,[연재]응고롱고로에서 환경보전을 생각하다,"하지만 밀렵으로 개체수가 줄어들어 이제는 국립공원 등에서나 볼 수 있다. 몸길이 3.7~4.6m, 어깨높이 1.5... Ngorongoro Conservation Area. (United Republic of Tanzania). <저작권자 ⓒ 청년의사 - 무단전재 및 재배포금지>",docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1043830
Picos de Europa,Picos de Europa National Park,스페인,유럽,영어,기타,2017-06-30,"Picos De Europa, Asturias, Spain Weather Forecast",,AccuWeather,https://news.google.com/rss/articles/CBMijwFBVV95cUxOa2Q5WmUwVmlTZjRJQnBDM0dXN0tzczZoc3lJa0dsQncwQk0tUTl2V0NQcXdHTzBjVTctU1libUEzTHVuSDQtcVBlUldxNTE0R0hKbnNxUElfVE1BazMteHZiWDlJQ0pOR2tacnhoV00xYVV0VmYzWktLdldmUHEwT3kxVVFJa0VhVGdPZTY4TQ?oc=5
통가리로 국립공원,Tongariro National Park,뉴질랜드,오세아니아,한국어,탐방시설,2017-06-27,"[관광청 소식]온 가족 더위 탈출, 겨울왕국 뉴질랜드로 떠나는 '스키 여...",또한 뉴질랜드 최고의 하이킹 명소로 꼽히는 통가리로 국립공원에서 영화 ‘반지의 제왕’ 속 절경을 구경할 수 있다. 크라이스트처치-캔터베리 ‘마운트헛’전경. ◆ 어린이를 동반한 가족 스키 나들이로 제격...,sportsseoul.com,http://www.sportsseoul.com/news/read/526324
도냐나 국립공원,Doñana National Park,스페인,유럽,한국어,재난안전,2017-06-26,"[월드 브리핑] '파죽지세' 佛 마크롱…64% ""국정운영 만족"" 外",현지시간 24일 밤 남부 해안지역에서 발생한 산불이 이틀째 확산되면서 세계자연유산인 도냐나국립공원까지 위협받고 있습니다. 안달루시아 남부 모게르 지역까지 번진 불로 캠핑장에 있던 1천850여 명이 대피하고 인근...,obsnews.co.kr,http://www.obsnews.co.kr/news/articleView.html?idxno=1049091
도냐나 국립공원,Doñana National Park,스페인,유럽,한국어,재난안전,2017-06-26,[포토] 스페인 '대형 산불'… 세계자연유산 위협,당국은 불길이 확산하면서 유네스코 세계자연유산인 인근 도냐나국립공원까지 위협하고 있다며 도냐나국립공원이 걸쳐있는 여러 지역을 25일 화재최대위험지역으로 분류했다고 밝혔다. 이번 산불로 캠핑객들과 지역...,viva100.com,http://www.viva100.com/main/view.php?key=20170626001357391
도냐나 국립공원,Doñana National Park,스페인,유럽,한국어,재난안전,2017-06-26,스페인에도 대형 산불…세계자연유산 위협,당국은 불길이 확산하면서 유네스코 세계자연유산인 인근 도냐나국립공원까지 위협하고 있다며 도냐나국립공원이 걸쳐있는 여러 지역을 25일 화재최대위험지역으로 분류했다고 밝혔다. 이번 산불로 캠핑객들과...,app.yonhapnews.co.kr,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=PYH20170626055200340&did=1196m
도냐나 국립공원,Doñana National Park,스페인,유럽,한국어,재난안전,2017-06-26,스페인도 산불…세계유산 도냐나 국립공원 위협,스페인 남부에서 24일(현지시간) 밤 발생한 산불이 확산하면서 세계자연유산인 도냐나 국립공원이 위협받는 등 큰 피해가 우려되고 있다. 산불은 지난 24일 밤 스페인 남부 해안 지역에서 시작돼 이튿날 오전...,news.kbs.co.kr,http://news.kbs.co.kr/news/view.do?ncd=3504730&ref=A
도냐나 국립공원,Doñana National Park,스페인,유럽,한국어,재난안전,2017-06-26,스페인도 산불 '몸살'…세계유산 도냐나국립공원 피해 우려,1천800여명 대피·인명피해는 신고 안 돼 스페인 도냐나국립공원 인근 지역에 산불이 난 모습 [EPA=연합뉴스] (마드리드 AP·AFP) 스페인 남부에서 24일(현지시간) 밤 발생한 산불이 확산하면서 세계자연유산인...,app.yonhapnews.co.kr,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170626050300009&did=1195m
통가리로 국립공원,Tongariro National Park,뉴질랜드,오세아니아,한국어,탐방시설,2017-06-26,더위야 안녕…'겨울왕국' 뉴질랜드로 떠난 스키 여행,"스키장 내에서만 시간을 보내는 게 아쉽다면, 뉴질랜드 최고의 하이킹 명소로 꼽히는 통가리로 국립공원에서 두 발로 대자연을 누비며 영화 ‘반지의 제왕’ 속 절경을 직접 두 눈으로 확인해 보는 것도 좋은...",news1.kr,http://news1.kr/articles/?3030789
통가리로 국립공원,Tongariro National Park,뉴질랜드,오세아니아,한국어,탐방시설,2017-06-26,뉴질랜드｜겨울왕국 뉴질랜드로 떠나는 온 가족 더위 탈출 스키 여행!,"스키장 내에서만 시간을 보내는 게 아쉽다면, 뉴질랜드 최고의 하이킹 명소로 꼽히는 통가리로 국립공원에서 두 발로 대자연을 누비며 영화 ‘반지의 제왕’ 속 절경을 직접 두 눈으로 확인해 보는 것도 좋은...",sedaily.com,http://www.sedaily.com/NewsView/1OHCKRRUMI
통가리로 국립공원,Tongariro National Park,뉴질랜드,오세아니아,한국어,탐방시설,2017-06-26,겨울왕국 뉴질랜드로 떠나는 온 가족 더위 탈출 스키 여행,"스키장 내에서만 시간을 보내는 게 아쉽다면, 뉴질랜드 최고의 하이킹 명소로 꼽히는 통가리로 국립공원에서 두 발로 대자연을 누비며 영화 ‘반지의 제왕’ 속 절경을 직접 두 눈으로 확인해 보는 것도 좋은...",travel.donga.com,http://travel.donga.com/3/all/20170626/85056508/2
도냐나 국립공원,Doñana National Park,스페인,유럽,영어,기타,2017-06-26,WWF asks Spain to remove threats to Doñana National Park,,WWF EU,https://news.google.com/rss/articles/CBMiigFBVV95cUxOaFdXV2FhNjFjaGVtY1JHTFkxSXAzSmxZNEktVVEyVjVkQkkwcGpaM2FYZ2tNbEY5N1RkYW1VbUh3QnBBTmRLZXBhUGtGX05iRmYxTU9UQk5sdEhKWlBJTDFoMjhNRG9SdXBod1BWMnhyT0V2NlhQZUVHVzVLYkpPTElfRllYWW5GU3c?oc=5
도냐나 국립공원,Doñana National Park,스페인,유럽,영어,기타,2017-06-26,Authorities optimistic about blaze at Spain’s Doñana National Park,,EL PAÍS English,https://news.google.com/rss/articles/CBMigwFBVV95cUxOcmJkUmMwdXFxamRsb0xVN0xnTWdxdTNydmtpZnVTZUdsYmZOYkxMSW9maXlBYXpfT1U3QXM5b3ZfQUh4SjhlVldJamUyT196UkFCM0c0TV9qdU90Tm9jeFFRU3ZLSENuMGFmTUwydFZycld1NjBoNDBoYUVIdlpzSmFaTdIBlwFBVV95cUxQRFk4TnlleDctSFNFVERRNTZiWkttWlROZ3BsYkVzdUZ0OUVZT09hWmlrNU43SVd2X2NfQmhCSjdTQ0J1WUxCaExSdWJBMnFoNWVTbU04NTVWUE02VG5Nc3VIcE5VMTJyNUYxSmxRNGJOdUQzTkdoWEs5YWhqOFh3a2xvNkppWS1RNUowOUlha2NmR1VENVVR?oc=5
Litchfield National Park,Litchfield National Park,오스트레일리아,오세아니아,영어,기타,2017-06-26,Two dead after car hits tree in Litchfield National Park - ABC News & Headlines – Australian Broadcasting Corporation,,ABC News & Headlines – Australian Broadcasting Corporation,https://news.google.com/rss/articles/CBMinAFBVV95cUxNMloxeTdKdUo0YXFZb1dBazdra3o4MDRyRkVsaWRSc0lwTFFkNktsN2djS2Mxa1dyVXltTEZndDlsNmJlSVdtemRXSHVGVmNTQjVvX1FmcWJUTVA3TVZGUjdDUGxMZUVKSHZZTGthaDZlNnFBVHpKc3dEWFl2VGV0djRIYnF1RlRGSFNQMVNKREJ3bG9tTkM0SnlVQkI?oc=5
요호 국립공원,Yoho National Park,캐나다,북아메리카,한국어,탐방시설,2017-06-25,"메이플, 그 눈부신 가을의 색(色) 속으로…","TRAVEL INFO 일정 10월7일~16일(8박10일) 주요 관광지 밴프, 재스퍼, 요호 국립공원, 몬트리올, 몽트랑 블랑, 나이아가라 폭포 등 참가비 495만원(유류할증료, 가이드 경비, ETA발급비 포함) 문의·신청 헬스조선 비타투어 참조...",health.chosun.com,http://health.chosun.com/site/data/html_dir/2017/06/23/2017062301658.html
플리트비체 국립공원,Plitvice Lakes National Park,크로아티아,유럽,영어,구조활동,2017-06-22,Croatia: Watershed moment for the Great Waterfall and Plitvice Lakes National Park,,WWF EU,https://news.google.com/rss/articles/CBMiygFBVV95cUxNcVg3X3ZIQUlJclJKTlF6SXhUNUY0eEVKS2tLeW1rM0c2V29SNU00eE5RMkpLZTZPdy1wNGpBUTY4eVdMZFNDVGVtZmc1S0JKdzNaZ01NNnlKb2hoY2R5TVpScnBLS1lRNGxHZjZhd09idGJ1S0Z3bHYyamo4MUJpdWgxVXN2NFF5aVhORnZacnYyaWFiN25GZGJCTUJjbGNkSnUtSUNEUFE5VGdqb25ZcC1WaXZvazJnMmF4by12RFdPclRzM0N1LXNR?oc=5
Ngorongoro,Ngorongoro Conservation Area,탄자니아,아프리카,한국어,기타,2017-06-21,[연재]아! 마사이,"그리고 보니 소파 롯지는 케냐와 탄자니아의 국립공원들 가운데 8곳에 롯지를 운영하고 있었다. 응고롱고로... 아웃 오브 아프리카 138쪽, 열린책들 2009년 (5) Ngorongoro Sopa Lodge. (6) 치누아 아체베 지음. 신의 화살 12쪽...",docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1043489
시레토코 국립공원,Shiretoko National Park,일본,아시아,한국어,탐방시설,2017-06-19,[신 일본기행] 원시 그대로의 자연속으로,"여름에도 시원한 여행지 오호츠크해 시레토코 비경 ■ 일본 홋카이도 동부 여행 라벤더 밭 펼쳐진 비에이... 구시로 습원국립공원을 비롯해 아칸호, 온네토호수 등 세상에 알려지지 않은 원시자연을 보유하고 있기 때문....",news.mk.co.kr,http://news.mk.co.kr/newsRead.php?&year=2017&no=408223
요호 국립공원,Yoho National Park,캐나다,북아메리카,한국어,탐방시설,2017-06-19,"[김현주의 나홀로 세계여행 - 브리티시 컬럼비아] 캐나다 못 본 자, 자연...","3일차 (베일마운트 → 자스퍼, 반프, 요호 국립공원 → 골든)공원 국가 캐나다한국의 늦가을 날씨에 해당하는 쌀쌀한 아침, 자스퍼 국립공원을 항하여 다시 시동을 건다. 비경이 시작된다. 한번 사는 우리 인생에서...",weekly.cnbnews.com,http://weekly.cnbnews.com/news/article.html?no=122497
